0.133333,6660.662109,14490390.000000,14171206.000000,0.022523,1562437159
0.533333,6411.769043,14648316.000000,14171206.000000,0.033668,1562443828
1.000000,6380.288086,14954222.000000,14171206.000000,0.055254,1562450249
0.533333,6441.999023,14631738.000000,14171206.000000,0.032498,1562456638
0.533333,6632.027832,14533978.000000,14171206.000000,0.025599,1562463091
0.533333,5846.185059,14568364.000000,14171206.000000,0.028026,1562469732
0.533333,6034.886230,14561566.000000,14171206.000000,0.027546,1562475975
0.133333,6378.782227,14492176.000000,14171206.000000,0.022649,1562482018
0.133333,6127.459961,14647272.000000,14171206.000000,0.033594,1562488406
0.266667,6157.272949,14468798.000000,14171206.000000,0.021000,1562494542
0.133333,6156.509766,14538664.000000,14171206.000000,0.025930,1562500708
