0.133333,5773.426758,14506137.000000,13309487.000000,0.089910,1562436753
0.266667,5491.640137,14071619.000000,13309487.000000,0.057262,1562442536
0.266667,5916.353027,14460599.000000,13309487.000000,0.086488,1562448037
0.133333,6031.562012,14384775.000000,13309487.000000,0.080791,1562453962
0.133333,5760.556152,14625961.000000,13309487.000000,0.098912,1562460003
0.266667,5974.202148,14107205.000000,13309487.000000,0.059936,1562465773
0.266667,5493.920898,14006681.000000,13309487.000000,0.052383,1562475964
0.133333,5800.939941,14453123.000000,13309487.000000,0.085926,1562481466
0.133333,5341.211914,14600987.000000,13309487.000000,0.097036,1562487276
0.133333,5669.798828,14077475.000000,13309487.000000,0.057702,1562492626
0.133333,5387.661133,14042027.000000,13309487.000000,0.055039,1562498304
